Idalumno,Cod.Car.Sec,Anho,Ciclo,1P,Abandono,Recursante,Cant_Carreras,Cant_Materias,Regular,DiferenciaSemestres,Firma
1819,IND-PLS13 ,2019,2,8,0,1,1,8,0,3,0
1819,IND-PLS13 ,2021,2,0,1,1,1,4,1,0,0
1821,IND-PLS13 ,2019,1,0,1,1,1,4,0,1,0
1821,IND-PLS13 ,2021,1,6,0,1,1,6,0,3,0
1821,IND-PLS13 ,2021,2,5,0,1,3,8,0,4,0
1821,IND-PLS13 ,2022,1,9,1,1,2,6,0,5,0
1821,IND-PLS13 ,2022,2,7,1,1,1,5,0,6,0
1822,ELE-PLS09 ,2016,1,11,0,1,1,7,0,6,1
1822,ELE-PLS09 ,2017,1,0,1,1,2,8,0,6,1
1825,ELE-PLS13 ,2022,2,4,1,0,1,4,0,1,0
1826,IND-PLS13 ,2019,1,12,0,1,1,4,1,0,1
1826,IND-PLS13 ,2019,2,1,1,1,1,6,0,1,1
1828,CIV-PLS13 ,2019,1,13,0,1,1,5,1,0,0
1828,CIV-PLS13 ,2019,2,8,0,1,1,7,0,1,0
1833,ELE-PLS13 ,2019,1,10,0,0,1,6,0,1,1
1834,ELE-PLS13 ,2021,2,0,1,1,1,6,0,2,0
1834,ELE-PLS13 ,2022,1,9,0,1,1,6,0,3,0
1834,ELE-PLS13 ,2022,2,8,0,1,2,6,0,3,0
1835,CIV-PLS13 ,2017,1,16,0,0,1,5,1,0,1
1836,ELE-PLS13 ,2016,1,15,0,0,1,4,0,2,1
1839,IND-PLS13 ,2021,1,11,0,0,1,5,1,0,1
1842,CIV-PLS09 ,2016,1,7,0,1,2,6,0,4,0
1842,CIV-PLS09 ,2017,1,13,0,1,1,6,0,4,0
1842,CIV-PLS09 ,2018,1,4,1,1,2,5,0,2,0
1842,CIV-PLS13 ,2019,1,0,1,1,1,3,1,0,0
1842,CIV-PLS13 ,2019,2,0,1,1,2,4,0,2,0
1844,CIV-PLS13 ,2016,1,11,0,0,1,6,0,2,1
1846,ELE-PLS09 ,2016,1,0,1,1,1,3,1,0,0
1846,ELE-PLS09 ,2017,1,9,0,1,1,8,0,4,0
1846,ELE-PLS09 ,2018,1,6,0,1,3,6,0,6,1
1846,ELE-PLS09 ,2018,2,11,1,1,1,7,0,3,1
1846,ELE-PLS13 ,2019,1,14,0,1,2,5,0,2,0
1846,ELE-PLS13 ,2019,2,1,1,1,2,5,0,3,0
1846,ELE-PLS13 ,2021,1,7,1,1,1,4,0,4,0
1846,ELE-PLS13 ,2021,2,13,0,1,1,8,0,5,1
1846,ELE-PLS13 ,2022,1,0,1,1,1,5,0,2,1
1846,ELE-PLS13 ,2022,2,8,0,1,1,4,0,4,1
1848,CIV-PLS13 ,2022,2,0,1,0,1,6,0,1,0
1849,CIV-PLS13 ,2022,2,11,0,0,1,6,0,1,0
1850,CIV-PLS13 ,2016,1,15,0,1,1,3,0,2,0
1850,MEC-PLS13 ,2018,1,12,0,1,1,7,0,3,1
1850,MEC-PLS13 ,2018,2,0,1,1,1,8,0,2,1
1850,MEC-PLS13 ,2019,1,10,0,1,1,7,0,3,0
1850,MEC-PLS13 ,2019,2,7,0,1,1,6,0,2,1
1850,MEC-PLS13 ,2021,1,11,0,1,1,6,0,2,1
1850,MEC-PLS13 ,2017,1,0,1,1,1,5,1,0,0
1850,MEC-PLS13 ,2021,2,11,0,1,1,8,0,4,1
1851,CIV-PLS13 ,2016,1,16,0,0,1,4,0,2,1
1854,ELE-PLS13 ,2021,2,3,1,1,1,5,1,0,0
1854,ELE-PLS13 ,2022,1,8,1,1,1,4,1,0,0
1854,IND-PLS13 ,2022,2,9,0,1,1,4,1,0,0
1855,CIV-PLS13 ,2019,2,8,0,0,2,5,0,1,1
1856,CIV-PLS13 ,2022,2,9,0,0,1,5,1,0,0
1858,ELE-PLS13 ,2016,1,8,0,1,1,6,0,2,0
1858,ELE-PLS13 ,2017,1,11,0,1,1,5,1,0,0
1858,ELE-PLS13 ,2018,1,6,0,1,1,2,1,0,0
1858,ELE-PLS13 ,2019,1,16,0,1,1,2,1,0,0
1858,ELE-PLS13 ,2019,2,6,0,1,1,5,0,3,0
1858,ELE-PLS13 ,2021,1,9,1,1,1,5,0,3,0
1858,ELE-PLS13 ,2021,2,0,1,1,1,3,0,1,0
1858,ELE-PLS13 ,2022,2,12,1,1,2,4,0,3,0
1859,CIV-PLS13 ,2018,2,10,0,1,2,4,0,1,1
1859,CIV-PLS13 ,2019,1,18,0,1,1,3,0,2,1
1861,ELE-PLS13 ,2017,1,17,0,0,1,6,0,2,1
1863,ELE-PLS13 ,2021,1,0,1,0,2,6,0,2,1
1866,IND-PLS13 ,2016,1,8,1,1,1,5,0,2,0
1866,IND-PLS13 ,2017,1,17,0,1,2,6,0,2,1
1867,ELE-PLS13 ,2022,1,9,0,1,1,5,0,2,0
1867,ELE-PLS13 ,2022,2,13,0,1,1,5,0,2,1
1868,CIV-PLS13 ,2017,1,9,0,0,1,5,1,0,1
1871,CIV-PLS13 ,2018,2,13,0,1,2,5,0,1,1
1871,CIV-PLS13 ,2017,1,0,1,1,2,5,1,0,0
1871,ELE-PLS13 ,2018,1,6,0,1,1,3,1,0,0
1874,ELE-PLS09 ,2017,1,12,0,0,1,4,0,4,1
1879,CIV-PLS13 ,2021,2,19,0,0,1,5,1,0,1
1882,ELE-PLS13 ,2017,1,10,0,0,1,2,1,0,1
1887,MEC-PLS13 ,2017,1,17,0,0,1,5,1,0,1
1890,MEC-PLS13 ,2019,1,18,0,1,1,5,1,0,1
1890,MEC-PLS13 ,2019,2,7,0,1,1,7,0,1,1
1892,IND-PLS13 ,2018,2,9,0,1,1,6,0,1,1
1892,IND-PLS13 ,2019,2,10,0,1,1,6,0,3,1
1892,IND-PLS13 ,2019,1,7,0,1,1,5,0,2,1
1893,CIV-PLS13 ,2017,1,12,0,0,1,7,0,2,1
1894,CIV-PLS13 ,2018,2,9,0,1,1,3,0,1,1
1894,CIV-PLS13 ,2019,1,18,0,1,1,4,0,2,1
1897,MEC-PLS13 ,2016,1,8,0,0,1,8,0,2,1
1898,CIV-PLS13 ,2019,1,4,1,1,2,7,0,1,0
1898,CIV-PLS13 ,2019,2,0,1,1,2,7,0,1,0
1899,MEC-PLS13 ,2019,1,16,0,0,1,3,1,0,1
1901,CIV-PLS13 ,2021,2,6,0,1,1,5,1,0,0
1901,CIV-PLS13 ,2022,1,17,0,1,1,6,0,1,1
1905,IND-PLS13 ,2021,1,9,0,0,1,5,1,0,1
1906,CIV-PLS13 ,2021,2,10,0,0,1,4,0,3,1
1910,CIV-PLS13 ,2019,1,15,0,1,1,4,1,0,1
1910,CIV-PLS13 ,2018,2,6,0,1,1,4,0,1,0
1910,CIV-PLS13 ,2019,2,9,0,1,1,6,0,1,1
1911,CIV-PLS13 ,2022,2,12,0,0,1,4,0,1,1
1913,ELE-PLS13 ,2021,2,0,1,1,1,6,0,3,0
1913,ELE-PLS13 ,2022,1,9,1,1,1,5,0,1,0
1913,ELE-PLS13 ,2022,2,10,0,1,1,4,0,1,1
1914,ELE-PLS13 ,2018,2,13,0,1,1,5,0,1,1
1914,ELE-PLS13 ,2019,2,9,0,1,1,5,0,3,1
1914,ELE-PLS13 ,2019,1,14,0,1,1,3,0,2,1
1915,CIV-PLS13 ,2016,1,11,0,0,1,5,1,0,1
1916,CIV-PLS13 ,2018,1,14,0,1,1,6,0,1,1
1916,CIV-PLS13 ,2018,2,10,0,1,1,6,0,2,1
1920,ELE-PLS13 ,2019,1,16,0,0,1,5,1,0,1
1922,ELE-PLS13 ,2017,1,19,0,0,1,5,1,0,1
1925,CIV-PLS13 ,2021,1,6,0,0,2,5,0,1,1
1926,CIV-PLS13 ,2018,1,10,0,1,1,5,0,1,0
1926,CIV-PLS13 ,2018,2,4,0,1,1,3,0,1,1
1926,CIV-PLS13 ,2019,1,12,0,1,1,4,0,2,1
1927,CIV-PLS13 ,2022,2,8,0,0,1,6,0,5,0
1930,CIV-PLS13 ,2019,2,4,1,1,1,6,0,2,0
1930,CIV-PLS13 ,2021,1,5,1,1,2,8,0,1,1
1932,ELE-PLS13 ,2018,2,12,0,1,1,5,0,1,1
1932,ELE-PLS13 ,2019,1,8,0,1,1,3,0,2,1
1936,ELE-PLS13 ,2016,1,13,0,0,1,5,1,0,1
1938,IND-PLS13 ,2018,1,8,0,0,1,5,0,2,1
1939,CIV-PLS13 ,2022,1,0,1,1,1,6,0,3,0
1939,CIV-PLS13 ,2022,2,6,1,1,1,4,0,1,0
1941,CIV-PLS13 ,2017,1,17,0,0,1,5,1,0,1
1945,ELE-PLS13 ,2021,2,0,1,1,1,4,0,1,0
1945,ELE-PLS13 ,2022,2,8,1,1,1,3,0,1,0
1948,IND-PLS09 ,2016,1,22,1,1,2,7,0,2,0
1948,IND-PLS09 ,2017,1,15,0,1,1,5,0,4,1
1949,CIV-PLS13 ,2021,1,1,1,1,1,5,0,1,0
1949,CIV-PLS13 ,2021,2,15,1,1,1,3,1,0,0
1949,IND-PLS13 ,2022,2,9,1,1,1,5,0,3,0
1954,IND-PLS13 ,2021,2,2,1,1,1,5,0,2,0
1954,IND-PLS13 ,2022,1,2,1,1,1,7,0,3,0
1954,IND-PLS13 ,2022,2,3,0,1,3,7,0,4,0
1955,ELE-PLS13 ,2021,2,2,1,1,1,6,0,2,0
1955,ELE-PLS13 ,2022,2,15,0,1,1,5,0,4,1
1955,ELE-PLS13 ,2022,1,3,1,1,1,5,0,3,0
1957,ELE-PLS13 ,2018,1,7,0,1,1,6,0,1,0
1957,ELE-PLS13 ,2018,2,8,0,1,1,5,0,1,1
1957,ELE-PLS13 ,2019,1,8,0,1,1,6,0,2,1
1961,CIV-PLS13 ,2019,1,13,0,1,1,5,1,0,0
1961,CIV-PLS13 ,2019,2,9,0,1,1,4,0,1,0
1965,CIV-PLS13 ,2021,2,16,0,1,1,5,0,2,1
1965,CIV-PLS13 ,2022,1,15,0,1,1,5,0,1,1
1966,CIV-PLS13 ,2018,1,14,0,1,1,6,0,1,1
1966,CIV-PLS13 ,2018,2,8,0,1,1,7,0,1,1
1967,CIV-PLS13 ,2017,1,15,0,0,1,4,1,0,1
1969,CIV-PLS13 ,2019,1,20,0,0,1,5,1,0,1
1971,ELE-PLS13 ,2019,2,2,1,1,1,5,0,3,0
1971,ELE-PLS13 ,2021,1,2,1,1,1,5,0,3,0
1971,ELE-PLS13 ,2021,2,15,0,1,1,6,0,2,0
1971,ELE-PLS13 ,2022,1,10,1,1,1,4,0,3,0
1971,ELE-PLS13 ,2022,2,10,0,1,1,7,0,3,0
1973,ELE-PLS13 ,2018,2,7,1,1,2,5,0,4,0
1973,ELE-PLS13 ,2019,2,0,1,1,2,4,0,1,0
1973,CIV-PLS13 ,2021,1,0,1,1,3,8,0,1,0
1973,IND-PLS13 ,2021,2,0,1,1,3,7,0,1,0
1973,ELE-PLS13 ,2022,1,0,1,1,2,5,0,2,0
1973,ELE-PLS13 ,2022,2,0,1,1,1,7,0,2,0
1973,CIV-PLS13 ,2019,1,8,0,1,2,4,0,0,0
1975,CIV-PLS13 ,2022,2,6,0,0,1,4,1,0,0
1977,CIV-PLS13 ,2022,1,0,1,1,1,3,1,0,0
1977,CIV-PLS13 ,2022,2,0,1,1,2,6,0,1,0
1978,CIV-PLS13 ,2016,1,23,0,0,1,5,0,2,1
1981,ELE-PLS13 ,2021,1,17,0,0,1,5,0,1,1
1983,CIV-PLS13 ,2022,2,10,0,0,1,5,0,3,0
1984,IND-PLS13 ,2018,1,11,0,1,1,4,0,1,0
1984,IND-PLS13 ,2018,2,14,0,1,1,6,0,1,1
1986,ELE-PLS13 ,2018,1,19,0,1,1,6,0,1,1
1986,ELE-PLS13 ,2018,2,12,0,1,1,6,0,1,1
1988,ELE-PLS13 ,2019,2,0,1,1,1,6,0,1,1
1988,ELE-PLS13 ,2019,1,13,0,1,1,3,1,0,1
1988,IND-PLS13 ,2021,2,9,1,1,1,5,0,2,0
1988,IND-PLS13 ,2022,1,11,1,1,1,5,0,3,0
1988,IND-PLS13 ,2022,2,14,0,1,2,7,0,4,1
2000,MEC-PLS13 ,2021,1,0,1,1,2,5,0,3,0
2000,MEC-PLS13 ,2021,2,0,1,1,2,8,0,4,0
2001,CIV-PLS13 ,2021,2,6,1,1,1,5,0,3,0
2001,CIV-PLS13 ,2022,1,10,0,1,2,7,0,4,1
2001,CIV-PLS13 ,2022,2,12,0,1,1,7,0,4,1
2003,ELE-PLS13 ,2016,1,20,0,0,1,5,1,0,1
2004,ELE-PLS09 ,2016,1,0,1,0,1,5,0,6,0
2006,MEC-PLS13 ,2019,2,0,1,1,1,6,0,2,0
2006,ELE-PLS13 ,2016,1,4,1,1,1,2,1,0,0
2006,ELE-PLS13 ,2017,1,0,1,1,1,2,1,0,0
2007,ELE-PLS13 ,2022,1,0,1,1,1,4,0,1,0
2007,ELE-PLS13 ,2022,2,14,0,1,1,5,1,0,1
2010,CIV-PLS13 ,2017,1,14,0,0,1,4,0,2,1
2016,IND-PLS13 ,2019,2,3,1,1,1,6,0,2,0
2016,IND-PLS13 ,2019,1,4,1,1,1,6,0,3,0
2016,IND-PLS13 ,2021,1,7,0,1,1,7,0,2,1
2016,IND-PLS13 ,2021,2,15,0,1,1,6,0,2,1
2016,IND-PLS13 ,2022,1,21,0,1,1,6,0,3,1
2016,IND-PLS13 ,2022,2,13,0,1,1,5,0,4,1
2017,CIV-PLS13 ,2016,1,9,0,1,1,5,1,0,0
2017,CIV-PLS13 ,2017,1,18,0,1,1,4,0,2,1
2018,CIV-PLS09 ,2016,1,6,0,0,1,6,0,6,1
2021,MEC-PLS13 ,2019,2,9,0,1,1,6,0,1,1
2021,MEC-PLS13 ,2019,1,0,1,1,1,4,0,1,0
2029,CIV-PLS13 ,2022,2,1,0,0,1,5,0,3,0
2033,CIV-PLS13 ,2018,2,6,1,1,1,5,0,1,0
2033,CIV-PLS13 ,2019,1,8,0,1,1,5,1,0,0
2033,CIV-PLS13 ,2019,2,4,0,1,1,7,0,3,0
2033,CIV-PLS13 ,2021,2,0,1,1,1,6,0,4,1
2033,CIV-PLS13 ,2022,2,8,0,1,3,6,0,2,0
2033,CIV-PLS13 ,2021,1,8,0,1,1,4,0,3,1
2033,CIV-PLS13 ,2022,1,4,1,1,1,5,0,3,0
2034,IND-PLS13 ,2018,1,14,0,0,1,5,1,0,1
2035,CIV-PLS13 ,2019,2,4,1,1,1,5,0,1,0
2035,CIV-PLS13 ,2021,1,6,1,1,1,2,1,0,1
2035,CIV-PLS13 ,2021,2,9,1,1,1,6,0,2,1
2039,IND-PLS13 ,2019,1,5,0,1,1,4,0,1,0
2039,IND-PLS13 ,2019,2,6,0,1,1,3,0,3,1
2040,CIV-PLS13 ,2022,1,3,0,1,1,2,0,1,0
2040,IND-PLS13 ,2022,2,12,0,1,1,1,1,0,1
2041,CIV-PLS13 ,2019,1,2,1,1,1,6,0,2,0
2041,CIV-PLS13 ,2019,2,11,0,1,1,6,0,2,0
2042,CIV-PLS13 ,2021,1,9,0,1,1,4,0,1,1
2042,CIV-PLS13 ,2021,2,16,0,1,1,5,0,2,1
2043,CIV-PLS13 ,2018,1,15,0,0,1,5,1,0,1
2044,CIV-PLS13 ,2021,2,0,1,1,1,5,0,4,0
2044,CIV-PLS13 ,2022,1,15,0,1,1,3,0,2,1
2045,ELE-PLS13 ,2018,1,9,0,0,1,4,0,2,1
2048,CIV-PLS13 ,2016,1,12,0,0,1,5,0,2,1
2049,CIV-PLS13 ,2021,2,6,1,1,1,5,0,1,0
2049,CIV-PLS13 ,2021,1,0,1,1,1,5,1,0,0
2049,CIV-PLS13 ,2022,1,7,0,1,1,4,0,2,0
2049,CIV-PLS13 ,2022,2,12,0,1,1,3,0,2,1
2053,CIV-PLS13 ,2022,1,7,0,0,1,7,0,2,1
2058,ELE-PLS09 ,2018,2,2,1,1,1,7,0,3,0
2058,ELE-PLS13 ,2019,1,11,0,1,2,6,0,6,0
2058,ELE-PLS13 ,2019,2,4,0,1,3,7,0,6,0
2058,IND-PLS13 ,2021,1,8,0,1,3,7,0,6,1
2061,CIV-PLS13 ,2022,2,7,1,0,1,4,0,1,0
2063,CIV-PLS13 ,2016,1,15,0,0,1,5,1,0,1
2065,CIV-PLS13 ,2021,2,0,1,1,1,7,0,3,0
2065,CIV-PLS13 ,2022,1,0,1,1,1,7,0,3,0
2065,CIV-PLS13 ,2022,2,8,1,1,1,6,0,3,0
2066,CIV-PLS13 ,2016,1,0,0,0,1,5,1,0,1
2069,ELE-PLS13 ,2019,1,5,1,1,1,5,0,2,0
2069,ELE-PLS13 ,2019,2,8,1,1,1,5,0,1,0
2070,CIV-PLS13 ,2016,1,18,0,0,1,5,1,0,1
2072,CIV-PLS13 ,2017,1,19,0,0,1,5,1,0,1
2075,CIV-PLS13 ,2022,2,6,0,0,1,5,1,0,0
2076,CIV-PLS13 ,2016,1,22,0,0,1,5,1,0,1
2079,IND-PLS13 ,2016,1,12,0,0,2,6,0,2,1
2082,ELE-PLS13 ,2021,2,0,1,1,1,6,0,1,0
2082,ELE-PLS13 ,2022,2,11,0,1,1,6,0,1,0
2082,ELE-PLS13 ,2022,1,4,1,1,1,5,1,0,0
2085,IND-PLS13 ,2021,2,0,1,0,3,8,0,4,0
2086,ELE-PLS13 ,2021,2,5,0,1,2,8,0,2,0
2086,ELE-PLS13 ,2022,1,10,0,1,1,5,0,3,0
2086,ELE-PLS13 ,2022,2,13,0,1,1,4,0,4,0
2087,CIV-PLS13 ,2022,2,12,0,1,2,8,0,3,1
2087,CIV-PLS13 ,2021,2,11,0,1,1,7,0,2,1
2087,CIV-PLS13 ,2022,1,9,0,1,1,8,0,1,1
2089,CIV-PLS13 ,2021,2,0,1,1,1,8,0,3,0
2089,CIV-PLS13 ,2022,1,11,0,1,1,5,1,0,0
2089,CIV-PLS13 ,2022,2,13,0,1,2,4,1,0,1
2091,CIV-PLS13 ,2018,1,14,0,0,1,5,1,0,1
2095,IND-PLS13 ,2016,1,13,0,0,1,3,0,2,1
2097,CIV-PLS13 ,2021,1,4,1,1,1,5,1,0,0
2097,CIV-PLS13 ,2021,2,5,1,1,1,5,1,0,0
2097,CIV-PLS13 ,2022,1,9,1,1,1,6,0,1,0
2097,CIV-PLS13 ,2022,2,12,0,1,1,4,0,2,1
2098,ELE-PLS13 ,2018,1,9,0,0,1,5,1,0,1
2099,ELE-PLS13 ,2021,2,17,0,0,1,6,0,2,1
2101,IND-PLS13 ,2022,1,12,1,1,1,5,0,1,0
2101,IND-PLS13 ,2022,2,8,0,1,1,7,0,2,0
2102,CIV-PLS13 ,2022,2,2,1,0,1,4,0,2,0
2103,CIV-PLS13 ,2022,2,0,1,0,1,5,0,3,0
2107,CIV-PLS13 ,2021,1,10,0,0,1,5,0,1,1
2114,ELE-PLS13 ,2016,1,21,0,0,1,2,1,0,1
2115,IND-PLS13 ,2019,1,11,1,1,1,5,0,1,0
2115,IND-PLS13 ,2019,2,5,0,1,1,5,0,1,0
2115,IND-PLS13 ,2021,1,11,0,1,1,8,0,3,1
2118,CIV-PLS13 ,2022,2,5,1,0,1,5,0,3,0
2120,ELE-PLS13 ,2022,2,0,1,0,1,5,0,1,0
2122,CIV-PLS13 ,2019,1,7,0,1,1,5,0,2,1
2122,CIV-PLS13 ,2018,2,13,0,1,1,5,0,1,1
2122,CIV-PLS13 ,2019,2,10,0,1,2,3,0,1,1
2123,CIV-PLS13 ,2018,2,13,0,1,1,4,0,1,1
2123,IND-PLS13 ,2019,1,15,0,1,2,5,0,2,1
2123,IND-PLS13 ,2019,2,14,0,1,2,7,0,3,1
2127,CIV-PLS13 ,2021,2,8,0,1,1,5,0,2,0
2127,CIV-PLS13 ,2022,1,9,0,1,1,6,0,3,1
2127,CIV-PLS13 ,2022,2,12,0,1,1,8,0,2,1
2127,CIV-PLS13 ,2021,1,5,0,1,1,5,0,1,0
2128,CIV-PLS13 ,2021,2,12,0,1,1,5,1,0,1
2128,CIV-PLS13 ,2022,1,14,0,1,1,8,0,1,1
2133,ELE-PLS13 ,2021,1,8,1,1,1,6,0,2,0
2133,ELE-PLS13 ,2021,2,0,1,1,1,7,0,2,0
2133,ELE-PLS13 ,2022,1,0,1,1,1,5,0,2,0
2133,ELE-PLS13 ,2022,2,0,1,1,1,7,0,2,0
2134,IND-PLS13 ,2018,1,4,1,1,1,7,0,1,0
2134,IND-PLS13 ,2019,1,6,0,1,1,4,0,2,0
2134,IND-PLS13 ,2019,2,11,0,1,1,5,0,3,0
2135,CIV-PLS13 ,2019,1,13,0,0,1,5,1,0,1
2139,ELE-PLS13 ,2019,1,13,0,1,1,5,1,0,1
2139,ELE-PLS13 ,2019,2,13,0,1,1,6,0,1,1
2141,CIV-PLS13 ,2021,2,4,1,1,1,6,0,3,0
2141,CIV-PLS13 ,2022,1,15,0,1,1,5,0,1,1
2141,CIV-PLS13 ,2022,2,14,0,1,1,7,0,2,1
2145,CIV-PLS13 ,2018,1,3,1,1,1,5,1,0,0
2145,CIV-PLS13 ,2019,1,1,1,1,1,4,1,0,0
2145,CIV-PLS13 ,2021,1,12,1,1,2,4,0,1,0
2146,IND-PLS13 ,2021,2,8,0,1,1,6,0,2,0
2146,IND-PLS13 ,2022,1,6,1,1,1,6,0,4,0
2146,IND-PLS13 ,2022,2,8,0,1,1,5,0,3,0
2147,ELE-PLS09 ,2017,1,5,1,1,1,6,0,2,0
2147,ELE-PLS09 ,2018,1,3,1,1,2,8,0,2,0
2147,ELE-PLS13 ,2019,1,0,1,1,1,7,0,4,0
2147,ELE-PLS09 ,2018,2,2,1,1,1,6,0,3,0
2147,ELE-PLS13 ,2019,2,6,0,1,3,7,0,5,0
2147,ELE-PLS13 ,2021,1,0,1,1,2,8,0,6,0
2147,ELE-PLS13 ,2021,2,0,1,1,2,5,0,6,0
2147,ELE-PLS13 ,2022,1,0,1,1,1,3,0,5,0
2147,ELE-PLS13 ,2022,2,6,0,1,1,3,0,6,0
2150,CIV-PLS13 ,2018,1,13,0,0,1,5,1,0,1
2154,ELE-PLS13 ,2018,1,12,0,0,2,4,0,2,1
2159,CIV-PLS13 ,2021,1,0,1,1,1,6,0,1,0
2159,CIV-PLS13 ,2021,2,0,1,1,1,5,0,1,0
2159,CIV-PLS13 ,2022,1,0,1,1,1,5,1,0,0
2159,CIV-PLS13 ,2022,2,0,1,1,1,4,0,2,0
2161,ELE-PLS13 ,2016,1,11,0,1,2,5,1,0,0
2161,ELE-PLS13 ,2017,1,13,0,1,1,5,0,2,1
2163,ELE-PLS13 ,2022,2,3,1,0,2,7,0,4,0
2164,IND-PLS09 ,2016,1,0,1,1,2,7,0,2,0
2164,IND-PLS09 ,2017,1,7,0,1,4,8,0,6,0
2164,IND-PLS13 ,2018,1,3,0,1,3,7,0,4,0
2164,IND-PLS13 ,2018,2,8,0,1,2,6,0,5,0
2164,IND-PLS13 ,2019,1,6,0,1,1,5,0,6,0
2164,IND-PLS13 ,2019,2,8,0,1,1,7,0,5,0
2164,IND-PLS13 ,2021,1,7,0,1,2,5,0,4,1
2164,IND-PLS13 ,2021,2,0,1,1,2,5,0,2,1
2164,IND-PLS13 ,2022,1,6,0,1,1,3,0,3,0
2164,IND-PLS13 ,2022,2,5,0,1,1,2,0,3,0
2165,CIV-PLS13 ,2016,1,14,0,0,1,5,1,0,1
2168,IND-PLS13 ,2022,1,9,0,1,1,4,0,1,0
2168,IND-PLS13 ,2022,2,9,0,1,1,5,1,0,0
2169,CIV-PLS13 ,2018,1,11,0,0,1,3,1,0,1
2172,IND-PLS13 ,2019,2,10,0,0,1,7,0,2,0
2175,CIV-PLS13 ,2022,2,5,1,0,1,4,0,1,0
2176,CIV-PLS09 ,2017,1,11,0,0,3,7,0,2,1
2177,IND-PLS13 ,2021,1,11,0,0,1,5,1,0,1
2178,ELE-PLS13 ,2017,1,5,0,0,1,5,1,0,1
2182,CIV-PLS13 ,2016,1,12,1,1,1,6,0,2,0
2182,CIV-PLS13 ,2017,1,13,0,1,1,4,1,0,1
2185,ELE-PLS13 ,2016,1,19,0,0,1,5,1,0,1
2187,ELE-PLS13 ,2021,1,0,1,1,1,5,0,1,0
2187,ELE-PLS13 ,2019,1,0,1,1,1,4,1,0,0
2187,ELE-PLS13 ,2019,2,0,1,1,1,4,1,0,0
2187,ELE-PLS13 ,2022,2,10,1,1,2,6,0,3,0
2188,ELE-PLS13 ,2021,1,6,0,1,1,6,0,1,0
2188,ELE-PLS13 ,2021,2,13,0,1,2,6,0,3,1
2188,ELE-PLS13 ,2022,1,18,0,1,2,5,0,3,1
2190,CIV-PLS13 ,2019,1,11,0,1,1,6,0,1,0
2190,CIV-PLS13 ,2019,2,11,0,1,1,6,0,1,1
2191,ELE-PLS13 ,2018,2,4,0,1,1,6,0,2,0
2191,ELE-PLS13 ,2019,1,0,1,1,1,6,0,1,0
2191,ELE-PLS13 ,2019,2,0,1,1,1,7,0,2,0
2191,ELE-PLS13 ,2021,1,0,0,1,1,5,0,3,0
2191,ELE-PLS13 ,2021,2,7,1,1,2,8,0,4,0
2191,ELE-PLS13 ,2022,1,9,0,1,2,7,0,3,0
2191,ELE-PLS13 ,2022,2,11,0,1,3,4,0,3,1
2193,CIV-PLS13 ,2021,2,14,0,0,1,5,1,0,1
2195,CIV-PLS13 ,2018,1,7,0,1,1,5,0,2,0
2195,CIV-PLS13 ,2018,2,13,0,1,1,3,0,3,1
2195,CIV-PLS13 ,2019,1,16,0,1,1,3,0,2,1
2196,CIV-PLS13 ,2022,1,11,0,1,1,4,1,0,0
2196,CIV-PLS13 ,2022,2,13,0,1,1,4,0,3,1
2197,CIV-PLS13 ,2021,2,9,0,0,2,7,0,2,1
2199,CIV-PLS13 ,2022,1,0,1,1,1,6,0,1,0
2199,CIV-PLS13 ,2022,2,2,0,1,1,4,0,1,0
2202,CIV-PLS13 ,2018,1,6,0,1,1,7,0,1,0
2202,CIV-PLS13 ,2018,2,13,0,1,1,3,1,0,1
2203,ELE-PLS13 ,2018,1,10,0,1,1,6,0,1,1
2203,ELE-PLS13 ,2018,2,15,0,1,1,6,0,1,1
2205,CIV-PLS13 ,2021,2,12,0,1,1,5,1,0,1
2205,CIV-PLS13 ,2022,1,10,0,1,1,7,0,1,1
2208,ELE-PLS13 ,2016,1,9,0,0,1,4,1,0,1
2213,CIV-PLS13 ,2022,2,7,1,0,1,6,0,3,0
2216,CIV-PLS13 ,2018,1,2,0,1,1,6,0,1,0
2216,CIV-PLS13 ,2018,2,15,0,1,1,5,0,1,1
2217,CIV-PLS13 ,2022,1,10,0,0,1,5,1,0,1
2220,ELE-PLS13 ,2018,1,12,0,1,1,4,0,2,1
2220,ELE-PLS13 ,2018,2,0,1,1,1,5,0,3,1
2220,ELE-PLS13 ,2019,1,13,0,1,2,6,0,4,1
2228,ELE-PLS13 ,2021,2,14,0,1,1,5,0,2,1
2228,ELE-PLS13 ,2022,1,18,0,1,1,6,0,3,1
2230,CIV-PLS13 ,2019,1,5,0,1,1,6,0,1,0
2230,CIV-PLS13 ,2019,2,12,0,1,1,6,0,1,1
2238,CIV-PLS09 ,2016,1,10,0,0,1,6,0,2,1
2239,CIV-PLS13 ,2022,2,11,0,0,1,5,0,1,1
2240,CIV-PLS13 ,2017,1,13,0,0,1,6,0,2,1
2243,ELE-PLS13 ,2016,1,5,0,1,1,3,0,2,0
2243,ELE-PLS13 ,2017,1,13,0,1,1,5,0,2,1
2245,ELE-PLS13 ,2022,2,14,0,0,1,5,0,1,1
2246,CIV-PLS13 ,2019,1,0,1,1,2,6,0,2,0
2246,CIV-PLS13 ,2019,2,0,1,1,2,6,0,3,0
2246,CIV-PLS13 ,2021,1,6,1,1,1,4,0,1,0
