Idalumno,Cod.Car.Sec,Anho,Ciclo,1P,Abandono,Recursante,Cant_Carreras,Cant_Materias,Regular,DiferenciaSemestres,Firma
2246,CIV-PLS13 ,2021,2,14,0,1,1,3,0,2,1
2247,CIV-PLS13 ,2017,1,12,0,1,1,5,1,0,1
2247,CIV-PLS13 ,2018,1,0,0,1,1,3,1,0,1
2255,MEC-PLS09 ,2016,1,11,0,1,2,7,0,2,0
2255,IND-PLS09 ,2017,1,18,0,1,1,6,0,2,1
2259,CIV-PLS13 ,2019,1,12,0,0,1,5,0,1,1
2261,IND-PLS13 ,2017,1,20,0,0,1,5,1,0,1
2267,ELE-PLS09 ,2017,1,16,0,0,1,4,0,4,1
2268,CIV-PLS13 ,2021,2,0,1,1,1,6,0,1,0
2268,CIV-PLS13 ,2022,1,0,1,1,1,6,0,1,0
2268,CIV-PLS13 ,2022,2,11,0,1,1,4,0,1,1
2270,ELE-PLS13 ,2017,1,0,1,1,1,6,0,2,0
2270,ELE-PLS13 ,2018,1,0,1,1,1,6,0,2,0
2270,ELE-PLS13 ,2019,1,0,1,1,1,3,0,2,0
2274,CIV-PLS13 ,2021,2,7,0,1,1,6,0,1,0
2274,CIV-PLS13 ,2022,1,12,0,1,1,4,0,2,1
2275,CIV-PLS13 ,2016,1,19,0,0,1,5,1,0,1
2277,CIV-PLS13 ,2017,1,12,0,0,1,5,1,0,1
2279,ELE-PLS13 ,2016,1,22,0,0,1,5,0,2,1
2283,CIV-PLS13 ,2019,1,5,0,1,1,5,1,0,0
2283,CIV-PLS13 ,2019,2,2,1,1,1,4,0,1,0
2283,CIV-PLS13 ,2021,1,13,0,1,1,6,0,1,1
2285,CIV-PLS13 ,2019,1,16,0,0,1,5,1,0,1
2286,IND-PLS13 ,2016,1,7,0,0,1,4,1,0,1
2288,CIV-PLS13 ,2016,1,13,0,0,1,5,1,0,1
2289,CIV-PLS13 ,2018,2,13,0,1,1,5,0,1,0
2289,CIV-PLS13 ,2019,1,14,0,1,1,5,0,2,1
2289,CIV-PLS13 ,2019,2,12,0,1,1,6,0,1,1
2290,CIV-PLS13 ,2019,1,13,0,1,1,5,0,1,0
2290,CIV-PLS13 ,2019,2,6,0,1,1,4,0,2,0
2291,CIV-PLS13 ,2022,1,1,1,1,2,8,0,3,0
2291,CIV-PLS13 ,2022,2,3,1,1,2,8,0,4,0
2294,ELE-PLS09 ,2016,1,21,0,0,1,7,0,6,1
2295,CIV-PLS13 ,2022,1,7,0,1,1,5,1,0,0
2295,CIV-PLS13 ,2022,2,7,0,1,1,4,0,2,1
2297,CIV-PLS13 ,2018,2,11,0,0,1,4,0,1,1
2299,IND-PLS13 ,2018,2,13,0,1,1,7,0,2,1
2299,IND-PLS13 ,2019,1,18,0,1,1,5,0,2,1
2302,CIV-PLS13 ,2018,2,11,0,1,1,3,0,3,0
2302,CIV-PLS13 ,2019,1,13,0,1,1,5,1,0,0
2302,CIV-PLS13 ,2019,2,7,0,1,1,5,0,1,0
2303,CIV-PLS13 ,2022,1,14,0,1,1,5,0,4,1
2303,CIV-PLS13 ,2022,2,10,0,1,1,4,0,5,1
2303,CIV-PLS13 ,2021,2,7,0,1,1,6,0,1,0
2305,ELE-PLS13 ,2021,2,6,1,1,1,6,0,1,0
2305,ELE-PLS13 ,2022,1,5,1,1,1,6,0,2,0
2305,ELE-PLS13 ,2022,2,8,1,1,1,6,0,2,0
2309,ELE-PLS13 ,2022,2,7,0,0,1,5,1,0,0
2319,ELE-PLS13 ,2019,1,0,1,0,2,6,1,0,0
2320,CIV-PLS13 ,2022,2,6,0,0,1,4,0,1,0
2321,CIV-PLS13 ,2022,1,5,0,0,1,5,1,0,1
2324,CIV-PLS13 ,2018,1,13,0,1,1,5,0,2,1
2324,CIV-PLS13 ,2018,2,16,0,1,1,5,0,1,1
2327,CIV-PLS13 ,2018,1,7,0,1,1,6,0,1,1
2327,CIV-PLS13 ,2018,2,15,0,1,1,7,0,1,1
2328,CIV-PLS13 ,2022,2,6,0,0,1,5,0,1,0
2329,CIV-PLS13 ,2019,1,0,1,1,1,5,0,1,0
2329,CIV-PLS13 ,2019,2,0,1,1,1,6,0,2,0
2329,CIV-PLS13 ,2021,1,11,0,1,1,2,1,0,1
2335,CIV-PLS13 ,2022,2,7,0,0,1,8,0,5,0
2341,CIV-PLS13 ,2019,1,9,0,0,1,5,1,0,1
2342,CIV-PLS13 ,2018,1,7,0,1,1,6,0,2,1
2342,CIV-PLS13 ,2018,2,8,0,1,1,8,0,1,1
2345,ELE-PLS13 ,2019,1,7,0,1,1,6,0,4,0
2345,ELE-PLS13 ,2019,2,3,1,1,3,7,0,3,0
2345,ELE-PLS13 ,2021,1,1,0,1,1,6,0,1,1
2347,CIV-PLS13 ,2018,1,11,0,1,1,5,1,0,1
2347,CIV-PLS13 ,2018,2,16,0,1,1,7,0,1,1
2349,CIV-PLS13 ,2021,1,12,0,0,1,6,0,1,1
2350,ELE-PLS13 ,2021,2,0,1,0,1,4,0,1,0
2354,CIV-PLS13 ,2022,1,0,1,1,1,6,0,1,0
2354,CIV-PLS13 ,2022,2,14,0,1,1,6,0,1,0
2360,CIV-PLS13 ,2021,1,7,0,1,1,5,1,0,0
2360,IND-PLS13 ,2021,2,15,0,1,2,6,0,2,1
2360,IND-PLS13 ,2022,1,12,1,1,2,7,0,1,1
2360,IND-PLS13 ,2022,2,16,0,1,1,5,0,3,1
2366,ELE-PLS09 ,2016,1,9,0,0,1,5,0,6,1
2367,ELE-PLS13 ,2018,1,9,0,1,1,7,0,1,0
2367,ELE-PLS13 ,2018,2,16,0,1,1,6,0,2,1
2368,ELE-PLS13 ,2016,1,11,0,0,1,3,1,0,1
2370,CIV-PLS13 ,2022,2,14,0,0,1,4,1,0,1
2371,CIV-PLS13 ,2018,1,8,0,0,1,5,1,0,1
2378,CIV-PLS13 ,2021,2,15,0,0,1,6,0,1,1
2384,ELE-PLS13 ,2022,1,14,0,0,1,5,1,0,1
2385,ELE-PLS13 ,2017,1,0,1,1,1,4,1,0,0
2385,ELE-PLS13 ,2021,1,2,1,1,1,4,0,3,0
2385,ELE-PLS13 ,2021,2,0,1,1,1,8,0,5,0
2385,ELE-PLS13 ,2022,1,0,1,1,2,7,0,5,0
2385,ELE-PLS13 ,2022,2,12,0,1,2,5,0,4,0
2386,IND-PLS13 ,2017,1,14,0,0,1,5,1,0,1
2387,IND-PLS13 ,2021,2,9,1,1,1,6,0,2,0
2387,IND-PLS13 ,2022,1,9,1,1,1,5,0,3,0
2387,IND-PLS13 ,2022,2,16,0,1,2,6,0,4,1
2388,CIV-PLS13 ,2022,2,7,0,0,1,4,1,0,0
2390,CIV-PLS13 ,2018,1,16,0,0,1,5,1,0,1
2396,IND-PLS13 ,2018,2,9,0,1,1,7,0,1,0
2396,IND-PLS13 ,2019,1,13,0,1,1,5,0,2,1
2396,IND-PLS13 ,2019,2,11,0,1,1,8,0,3,1
2397,CIV-PLS13 ,2017,1,11,0,0,1,5,1,0,1
2398,CIV-PLS13 ,2021,2,11,1,1,1,5,0,1,0
2398,CIV-PLS13 ,2022,1,12,1,1,1,6,0,2,0
2398,CIV-PLS13 ,2022,2,0,1,1,1,6,0,2,0
2401,CIV-PLS13 ,2022,1,1,1,1,1,8,0,3,0
2401,CIV-PLS13 ,2022,2,2,1,1,1,5,0,2,0
2402,ELE-PLS13 ,2021,1,4,1,1,1,5,0,1,0
2402,ELE-PLS13 ,2021,2,9,1,1,2,5,0,1,0
2402,ELE-PLS13 ,2022,2,12,0,1,2,6,0,3,0
2402,ELE-PLS13 ,2022,1,13,0,1,1,7,0,2,0
2406,ELE-PLS13 ,2021,2,19,0,0,1,6,0,1,1
2408,CIV-PLS13 ,2022,2,7,1,0,1,5,0,1,0
2413,CIV-PLS13 ,2022,2,3,1,0,1,5,0,1,0
2414,IND-PLS13 ,2018,2,15,0,1,1,7,0,1,1
2414,IND-PLS13 ,2018,1,11,0,1,1,4,0,2,1
2416,ELE-PLS13 ,2016,1,15,0,0,1,5,1,0,1
2417,IND-PLS13 ,2021,1,6,1,1,1,5,0,1,0
2417,IND-PLS13 ,2021,2,16,0,1,1,4,0,1,1
2418,ELE-PLS13 ,2019,1,5,0,1,1,7,0,1,0
2418,ELE-PLS13 ,2019,2,3,1,1,1,6,0,2,0
2418,ELE-PLS13 ,2021,1,0,1,1,1,7,0,2,0
2418,ELE-PLS13 ,2022,1,7,1,1,1,7,0,2,0
2421,CIV-PLS13 ,2018,1,5,0,1,2,8,0,1,0
2421,CIV-PLS13 ,2019,1,0,1,1,2,7,0,4,0
2421,CIV-PLS13 ,2019,2,0,1,1,3,6,0,1,0
2423,MEC-PLS13 ,2017,1,16,0,0,1,8,0,2,1
2425,IND-PLS13 ,2022,2,7,0,0,1,4,0,1,0
2426,CIV-PLS09 ,2017,1,0,1,1,1,6,0,2,0
2426,CIV-PLS09 ,2018,1,4,0,1,1,3,1,0,0
2426,CIV-PLS09 ,2018,2,14,0,1,1,4,0,3,1
2428,CIV-PLS13 ,2021,2,7,0,1,2,7,0,2,0
2428,CIV-PLS13 ,2022,1,9,0,1,2,7,0,3,0
2428,IND-PLS13 ,2022,2,14,0,1,2,6,0,3,1
2430,CIV-PLS13 ,2022,2,7,0,0,2,5,1,0,0
2431,CIV-PLS13 ,2021,2,5,0,1,1,5,0,2,0
2431,CIV-PLS13 ,2022,1,7,0,1,1,3,1,0,0
2431,CIV-PLS13 ,2022,2,9,0,1,1,5,0,2,0
2432,ELE-PLS13 ,2018,1,8,0,0,1,6,0,1,1
2434,MEC-PLS09 ,2017,1,9,0,0,3,14,0,6,1
2437,IND-PLS13 ,2021,2,1,1,1,1,6,0,2,0
2437,IND-PLS13 ,2022,1,0,1,1,1,6,0,3,0
2437,IND-PLS13 ,2022,2,11,0,1,1,4,0,4,0
2438,ELE-PLS09 ,2016,1,8,0,1,1,7,0,3,0
2438,ELE-PLS09 ,2017,1,7,0,1,2,9,0,6,0
2438,ELE-PLS09 ,2018,1,7,0,1,3,9,0,6,0
2438,ELE-PLS09 ,2018,2,0,0,1,3,6,0,5,0
2438,ELE-PLS13 ,2019,1,7,0,1,1,4,0,4,0
2438,ELE-PLS13 ,2019,2,10,0,1,3,5,0,5,1
2440,CIV-PLS13 ,2019,1,3,1,1,1,5,0,2,0
2440,CIV-PLS13 ,2019,2,6,1,1,1,6,0,2,0
2441,ELE-PLS13 ,2018,1,9,0,0,1,5,1,0,1
2446,ELE-PLS13 ,2019,1,7,0,1,1,5,0,1,0
2446,ELE-PLS13 ,2019,2,6,0,1,1,6,0,1,0
2449,CIV-PLS13 ,2022,2,10,0,0,1,5,0,1,1
2452,ELE-PLS13 ,2021,1,3,1,1,1,6,0,1,0
2452,ELE-PLS13 ,2021,2,6,0,1,1,5,0,1,0
2452,ELE-PLS13 ,2022,1,6,1,1,1,5,0,3,0
2452,ELE-PLS13 ,2022,2,12,0,1,1,3,0,3,0
2453,ELE-PLS13 ,2021,1,13,0,0,1,5,0,1,1
2465,CIV-PLS13 ,2022,1,12,0,1,1,6,0,1,1
2465,CIV-PLS13 ,2022,2,17,0,1,1,8,0,2,1
2467,CIV-PLS13 ,2021,2,11,0,1,3,7,0,4,0
2467,CIV-PLS13 ,2022,1,14,0,1,2,6,0,2,1
2467,CIV-PLS13 ,2022,2,10,0,1,1,4,0,2,1
2472,ELE-PLS13 ,2016,1,4,1,1,1,3,0,2,0
2472,ELE-PLS13 ,2018,2,8,0,1,1,6,0,1,0
2472,ELE-PLS13 ,2019,1,10,0,1,1,5,0,1,0
2472,ELE-PLS13 ,2021,1,2,1,1,1,5,0,2,0
2472,ELE-PLS13 ,2018,1,6,1,1,1,5,1,0,0
2472,ELE-PLS13 ,2019,2,10,0,1,1,8,0,2,0
2472,ELE-PLS13 ,2021,2,0,1,1,1,6,0,2,0
2472,ELE-PLS13 ,2022,1,14,0,1,1,8,0,2,0
2472,ELE-PLS13 ,2022,2,7,0,1,1,6,0,2,1
2474,CIV-PLS13 ,2022,1,10,0,0,1,5,0,1,1
2476,CIV-PLS13 ,2021,2,20,0,0,2,6,1,0,1
2484,CIV-PLS13 ,2021,2,10,1,1,1,5,1,0,0
2484,CIV-PLS13 ,2022,1,10,0,1,1,3,0,1,1
2487,CIV-PLS13 ,2022,1,13,0,1,1,4,0,1,1
2487,CIV-PLS13 ,2022,2,17,0,1,1,5,0,2,1
2488,ELE-PLS13 ,2019,1,10,1,1,1,5,0,1,0
2488,ELE-PLS13 ,2019,2,0,1,1,1,6,0,1,0
2488,IND-PLS13 ,2021,1,9,0,1,2,6,0,1,0
2488,IND-PLS13 ,2021,2,7,0,1,1,5,0,2,0
2488,IND-PLS13 ,2022,1,17,0,1,1,6,0,3,1
2488,IND-PLS13 ,2022,2,11,0,1,2,6,0,4,1
2491,CIV-PLS13 ,2018,1,11,0,1,2,5,0,1,1
2491,CIV-PLS13 ,2018,2,7,1,1,2,7,0,1,1
2491,IND-PLS13 ,2019,1,15,0,1,1,5,0,2,1
2493,CIV-PLS13 ,2018,2,7,1,1,1,5,0,1,0
2493,CIV-PLS13 ,2019,2,3,0,1,1,3,0,1,1
2493,CIV-PLS13 ,2019,1,11,0,1,1,3,1,0,0
2497,IND-PLS13 ,2016,1,17,0,0,1,5,1,0,1
2499,CIV-PLS13 ,2021,2,8,0,1,1,6,0,2,0
2499,CIV-PLS13 ,2022,1,13,0,1,1,6,0,3,0
2499,CIV-PLS13 ,2022,2,7,0,1,1,5,0,2,0
2500,ELE-PLS13 ,2021,2,11,1,1,1,5,0,1,0
2500,ELE-PLS13 ,2022,1,0,1,1,1,7,0,2,0
2500,ELE-PLS13 ,2022,2,9,0,1,1,6,0,3,0
2502,CIV-PLS13 ,2022,1,0,0,1,1,4,1,0,0
2502,CIV-PLS13 ,2022,2,11,0,1,1,6,0,3,1
2513,CIV-PLS09 ,2017,1,13,0,0,2,7,0,2,1
2515,CIV-PLS13 ,2021,1,7,0,1,1,4,1,0,1
2515,CIV-PLS13 ,2021,2,15,0,1,2,6,0,1,1
2523,CIV-PLS13 ,2021,2,15,0,0,1,4,1,0,1
2527,CIV-PLS13 ,2019,1,0,1,1,1,8,0,3,0
2527,CIV-PLS13 ,2021,1,9,1,1,1,7,0,4,1
2535,ELE-PLS13 ,2021,1,8,0,0,1,5,0,1,1
2538,ELE-PLS13 ,2021,2,6,0,1,2,7,0,2,0
2538,ELE-PLS13 ,2021,1,7,1,1,2,7,0,1,0
2538,IND-PLS13 ,2022,1,12,0,1,2,6,0,3,0
2538,ELE-PLS13 ,2022,2,10,0,1,2,5,0,2,1
2545,CIV-PLS13 ,2017,1,18,0,0,1,5,1,0,1
2547,ELE-PLS13 ,2019,1,10,0,0,1,5,1,0,1
2549,CIV-PLS13 ,2017,1,9,0,1,1,5,1,0,0
2549,CIV-PLS13 ,2018,1,14,0,1,1,3,0,2,1
2550,CIV-PLS13 ,2016,1,22,0,0,1,5,1,0,1
2553,IND-PLS13 ,2019,1,9,1,1,1,5,0,2,0
2553,IND-PLS13 ,2019,2,0,1,1,1,4,0,3,0
2553,IND-PLS13 ,2021,1,4,0,1,2,8,0,6,0
2553,IND-PLS13 ,2021,2,8,0,1,2,6,0,6,0
2553,IND-PLS13 ,2022,1,3,1,1,2,4,0,5,0
2553,IND-PLS13 ,2022,2,5,1,1,2,5,0,6,0
2555,CIV-PLS13 ,2021,2,12,0,0,1,5,1,0,1
2556,ELE-PLS13 ,2021,1,11,0,0,1,6,0,2,1
2558,CIV-PLS13 ,2018,2,7,0,1,2,5,0,2,0
2558,CIV-PLS13 ,2019,1,11,0,1,1,4,0,2,1
2559,ELE-PLS13 ,2022,2,0,1,1,1,4,0,2,0
2559,ELE-PLS13 ,2021,2,4,1,1,1,2,1,0,0
2566,IND-PLS13 ,2016,1,18,0,0,1,5,1,0,1
2567,IND-PLS13 ,2022,1,10,0,1,1,5,1,0,0
2567,IND-PLS13 ,2022,2,9,0,1,1,7,0,1,1
2569,ELE-PLS13 ,2022,2,6,1,0,2,5,0,2,0
2571,ELE-PLS13 ,2021,1,8,0,1,1,5,0,2,1
2571,ELE-PLS13 ,2021,2,13,0,1,1,7,0,3,1
2571,ELE-PLS13 ,2022,1,12,0,1,2,5,0,3,0
2571,ELE-PLS13 ,2022,2,13,0,1,1,7,0,2,1
2572,CIV-PLS13 ,2016,1,12,0,0,1,5,1,0,1
2575,CIV-PLS13 ,2021,2,10,0,1,1,5,0,1,0
2575,CIV-PLS13 ,2022,1,10,1,1,1,5,0,2,0
2575,CIV-PLS13 ,2022,2,14,0,1,1,5,0,2,1
2576,ELE-PLS13 ,2016,1,15,0,0,1,5,1,0,1
2577,ELE-PLS13 ,2022,2,3,1,0,2,8,0,3,0
2579,ELE-PLS13 ,2016,1,13,0,0,1,5,1,0,1
2583,CIV-PLS13 ,2017,1,15,0,0,1,5,1,0,1
2585,CIV-PLS13 ,2021,2,17,0,0,1,5,1,0,1
2587,CIV-PLS13 ,2022,2,12,0,0,1,4,0,2,1
2588,ELE-PLS13 ,2019,2,8,1,1,1,5,0,1,0
2588,ELE-PLS13 ,2019,1,4,0,1,1,3,1,0,0
2589,CIV-PLS13 ,2017,1,2,1,1,1,5,0,2,0
2589,CIV-PLS13 ,2018,1,9,0,1,1,5,1,0,1
2589,CIV-PLS13 ,2018,2,9,0,1,1,5,0,1,1
2594,CIV-PLS13 ,2017,1,14,0,0,1,5,1,0,1
2596,ELE-PLS13 ,2016,1,22,0,0,1,5,1,0,1
2598,ELE-PLS13 ,2021,2,14,0,1,1,5,0,2,0
2598,ELE-PLS13 ,2022,1,18,0,1,1,5,0,2,1
2599,CIV-PLS13 ,2016,1,2,1,1,1,5,0,2,0
2599,CIV-PLS13 ,2017,1,16,0,1,1,5,0,2,1
2603,CIV-PLS13 ,2019,1,13,0,1,1,6,0,1,0
2603,CIV-PLS13 ,2019,2,7,0,1,1,4,0,1,0
2603,CIV-PLS13 ,2021,1,5,1,1,1,5,0,3,1
2604,CIV-PLS09 ,2017,1,9,0,1,2,6,0,2,1
2604,CIV-PLS09 ,2018,1,9,0,1,2,5,0,2,1
2604,CIV-PLS09 ,2018,2,15,0,1,1,4,0,3,1
2605,IND-PLS13 ,2016,1,12,0,0,1,4,1,0,1
2608,CIV-PLS09 ,2016,1,9,0,0,1,5,0,2,1
2610,CIV-PLS09 ,2017,1,14,0,0,1,6,0,2,1
2614,ELE-PLS13 ,2019,1,10,0,1,1,6,0,1,0
2614,ELE-PLS13 ,2021,1,14,0,1,1,5,0,3,1
2616,CIV-PLS13 ,2016,1,10,0,0,1,4,1,0,1
2617,CIV-PLS13 ,2022,2,10,0,0,1,5,0,4,1
2618,CIV-PLS13 ,2018,2,8,0,0,1,4,0,1,1
2620,CIV-PLS13 ,2018,1,4,0,1,1,6,0,3,0
2620,CIV-PLS13 ,2018,2,9,0,1,2,4,0,1,1
2620,CIV-PLS13 ,2019,1,14,0,1,2,4,0,2,1
2620,CIV-PLS13 ,2019,2,13,0,1,2,5,0,1,1
2621,CIV-PLS13 ,2022,2,4,1,0,1,5,0,3,0
2622,CIV-PLS13 ,2018,1,11,0,1,1,5,1,0,0
2622,CIV-PLS13 ,2018,2,13,0,1,1,5,0,1,1
2627,CIV-PLS13 ,2018,1,15,0,0,2,5,1,0,1
2631,CIV-PLS13 ,2022,2,0,1,0,1,5,0,1,0
2634,CIV-PLS13 ,2016,1,16,0,0,1,5,0,2,1
2637,ELE-PLS13 ,2022,2,3,1,0,2,5,0,1,0
2638,CIV-PLS13 ,2021,1,10,1,1,1,4,0,3,0
2638,CIV-PLS13 ,2021,2,0,1,1,2,4,0,2,0
2641,CIV-PLS13 ,2022,2,4,1,0,1,7,0,5,0
2642,ELE-PLS13 ,2022,2,10,0,0,1,5,1,0,0
2643,IND-PLS13 ,2021,1,13,0,1,1,7,0,6,1
2643,IND-PLS13 ,2019,2,12,0,1,1,8,0,4,1
2643,IND-PLS13 ,2019,1,9,0,1,1,5,0,2,0
2644,CIV-PLS13 ,2018,2,8,0,1,2,5,0,1,1
2644,CIV-PLS13 ,2019,1,13,0,1,1,5,0,2,1
2645,ELE-PLS13 ,2018,2,9,0,1,1,5,0,3,1
2645,ELE-PLS13 ,2019,1,11,0,1,3,7,0,4,1
2647,CIV-PLS13 ,2022,2,2,1,0,1,4,0,1,0
2650,ELE-PLS13 ,2021,2,0,1,1,1,7,0,3,0
2650,ELE-PLS13 ,2021,1,0,1,1,1,6,0,2,0
2652,CIV-PLS13 ,2022,2,5,1,0,1,4,0,2,0
2654,CIV-PLS13 ,2019,1,19,0,0,1,5,1,0,1
2655,ELE-PLS13 ,2019,2,0,1,1,1,7,0,1,0
2655,ELE-PLS13 ,2021,1,5,0,1,2,8,0,3,1
2655,ELE-PLS13 ,2019,1,9,0,1,1,6,0,1,0
2656,MEC-PLS09 ,2018,1,7,0,1,1,8,0,5,0
2656,ELE-PLS09 ,2016,1,5,1,1,1,5,0,6,0
2656,MEC-PLS09 ,2017,1,5,0,1,2,6,0,2,0
2656,MEC-PLS09 ,2018,2,9,0,1,2,8,0,3,0
2656,MEC-PLS13 ,2019,1,9,0,1,1,7,0,4,0
2656,MEC-PLS13 ,2019,2,6,0,1,3,8,0,5,0
2656,MEC-PLS13 ,2021,1,14,0,1,2,7,0,5,1
2656,MEC-PLS13 ,2021,2,12,0,1,3,5,0,6,1
2658,ELE-PLS13 ,2021,2,12,0,1,2,5,0,2,0
2658,ELE-PLS13 ,2022,1,5,0,1,1,6,0,2,1
2658,ELE-PLS13 ,2022,2,7,1,1,2,8,0,4,1
2664,CIV-PLS13 ,2022,2,5,1,0,1,4,0,1,0
2665,IND-PLS13 ,2019,1,0,1,1,1,4,0,2,0
2665,IND-PLS13 ,2019,2,0,1,1,1,3,0,2,0
2665,IND-PLS13 ,2021,1,5,1,1,1,4,0,1,0
2665,IND-PLS13 ,2021,2,16,0,1,1,5,0,1,1
2665,IND-PLS13 ,2022,1,14,0,1,1,5,0,3,1
2666,CIV-PLS13 ,2017,1,10,0,1,1,4,0,2,1
2666,CIV-PLS13 ,2018,1,0,0,1,1,3,0,2,1
2669,IND-PLS13 ,2016,1,13,0,0,1,6,0,2,1
2671,CIV-PLS13 ,2021,2,4,1,1,1,6,0,1,0
2671,CIV-PLS13 ,2022,1,5,1,1,1,6,0,2,0
2671,CIV-PLS13 ,2022,2,7,1,1,1,6,0,3,0
2672,IND-PLS13 ,2022,2,6,1,0,2,5,0,3,0
2679,ELE-PLS13 ,2016,1,13,0,0,1,4,0,2,1
2685,IND-PLS13 ,2022,2,0,1,0,1,6,0,1,0
2686,CIV-PLS13 ,2021,1,6,0,1,1,6,0,1,0
2686,CIV-PLS13 ,2021,2,14,0,1,1,4,0,1,1
2689,CIV-PLS13 ,2017,1,14,0,0,1,4,1,0,1
2692,MEC-PLS13 ,2017,1,13,0,1,1,6,0,2,1
2692,MEC-PLS13 ,2018,1,9,0,1,1,7,0,4,1
2692,MEC-PLS13 ,2018,2,15,0,1,2,6,0,3,1
2695,CIV-PLS13 ,2022,2,3,1,0,1,4,1,0,0
2699,CIV-PLS13 ,2022,2,6,1,0,1,5,0,3,0
2705,CIV-PLS13 ,2022,2,4,1,0,1,6,0,4,0
2707,CIV-PLS13 ,2018,1,12,0,0,1,6,0,1,1
2710,ELE-PLS13 ,2019,1,14,0,1,1,3,0,1,0
2710,ELE-PLS13 ,2019,2,12,0,1,1,6,0,1,1
2710,ELE-PLS13 ,2021,1,6,1,1,2,8,0,1,0
2710,ELE-PLS13 ,2021,2,20,0,1,2,5,0,1,1
2712,CIV-PLS13 ,2019,1,12,0,1,1,6,0,1,0
2712,CIV-PLS13 ,2019,2,12,0,1,1,5,0,1,1
2713,ELE-PLS13 ,2018,1,14,0,0,1,5,1,0,1
2715,IND-PLS13 ,2018,2,10,0,1,1,5,0,1,0
2715,IND-PLS13 ,2019,1,10,0,1,1,4,0,2,1
2715,IND-PLS13 ,2019,2,7,0,1,1,6,0,3,1
2718,MEC-PLS13 ,2021,2,13,0,1,1,5,0,2,1
2718,MEC-PLS13 ,2022,1,13,0,1,1,5,0,1,1
2719,ELE-PLS13 ,2022,2,0,1,0,1,3,1,0,0
2722,ELE-PLS13 ,2022,2,8,1,0,1,4,0,1,0
2724,CIV-PLS13 ,2016,1,15,0,0,1,5,1,0,1
2725,CIV-PLS13 ,2022,1,15,0,1,1,5,1,0,0
2725,CIV-PLS13 ,2022,2,11,0,1,1,3,1,0,1
2726,CIV-PLS13 ,2016,1,16,0,0,1,5,1,0,1
2727,IND-PLS13 ,2019,1,15,0,0,1,5,1,0,1
2730,CIV-PLS13 ,2021,2,1,1,1,1,7,0,2,0
2730,CIV-PLS13 ,2022,1,7,1,1,1,8,0,2,0
2730,CIV-PLS13 ,2022,2,5,1,1,1,6,0,1,0
2731,IND-PLS13 ,2016,1,3,1,0,1,5,0,4,0
2732,CIV-PLS13 ,2017,1,11,0,0,1,3,1,0,1
2734,CIV-PLS13 ,2021,2,12,0,1,2,7,0,2,1
2734,CIV-PLS13 ,2022,1,10,1,1,2,8,0,3,1
2734,CIV-PLS13 ,2022,2,12,0,1,2,8,0,3,1
2735,ELE-PLS13 ,2018,1,8,0,0,1,5,0,1,1
2736,IND-PLS13 ,2018,2,0,1,1,1,3,1,0,0
2736,IND-PLS13 ,2019,1,15,0,1,1,4,1,0,0
2736,IND-PLS13 ,2019,2,9,1,1,1,7,0,1,0
2736,IND-PLS13 ,2021,1,0,1,1,1,6,0,2,1
2739,CIV-PLS13 ,2021,1,4,0,1,1,6,0,3,1
2739,CIV-PLS13 ,2021,2,10,0,1,1,8,0,5,1
2740,CIV-PLS13 ,2021,1,8,1,1,1,5,0,1,0
2740,CIV-PLS13 ,2021,2,18,0,1,1,4,0,2,1
2740,CIV-PLS13 ,2022,1,16,1,1,1,6,0,2,1
2740,CIV-PLS13 ,2022,2,11,0,1,1,6,0,3,0
2741,CIV-PLS13 ,2016,1,12,0,0,2,6,1,0,1
2744,IND-PLS13 ,2021,1,0,1,1,1,8,0,2,0
2744,IND-PLS13 ,2021,2,5,1,1,1,6,0,3,0
2744,IND-PLS13 ,2022,1,5,1,1,1,8,0,4,0
2744,IND-PLS13 ,2022,2,9,1,1,1,6,0,3,0
2746,ELE-PLS13 ,2016,1,5,0,0,1,4,1,0,1
2749,ELE-PLS13 ,2016,1,0,1,0,1,5,1,0,0
2751,CIV-PLS13 ,2019,1,9,0,1,1,5,1,0,0
2751,CIV-PLS13 ,2019,2,14,0,1,1,5,0,1,1
2752,CIV-PLS13 ,2019,1,12,0,1,1,5,1,0,1
2752,CIV-PLS13 ,2019,2,12,0,1,1,7,0,1,1
2753,CIV-PLS13 ,2021,2,12,0,0,1,4,1,0,0
2756,CIV-PLS13 ,2021,1,8,0,1,1,5,1,0,0
2756,CIV-PLS13 ,2021,2,17,0,1,1,5,0,2,1
2757,ELE-PLS13 ,2017,1,12,0,0,1,3,0,2,1
2761,IND-PLS13 ,2022,1,5,0,1,1,4,0,2,0
2761,IND-PLS13 ,2022,2,5,1,1,1,4,0,3,0
2762,CIV-PLS13 ,2017,1,0,1,1,1,4,1,0,0
2762,IND-PLS13 ,2018,1,0,1,1,1,3,1,0,0
2762,CIV-PLS13 ,2018,2,11,0,1,2,3,0,1,1
2762,CIV-PLS13 ,2019,1,19,0,1,1,4,0,2,1
2763,ELE-PLS09 ,2016,1,10,0,1,2,8,0,6,0
2763,ELE-PLS09 ,2017,1,11,0,1,3,8,0,6,1
2763,ELE-PLS09 ,2018,1,0,1,1,2,6,0,4,1
2763,ELE-PLS09 ,2018,2,2,1,1,2,4,0,1,0
2763,ELE-PLS13 ,2019,1,0,1,1,1,3,0,2,0
